citizenid,total_property_owned,years_at_current_address,zipcode,address
35686,1,7,7222,"83788 James Bypass, Romeroside, AL 07222"
21446,1,5,56686,"0431 David Avenue, Lake Brianashire, SD 56686"
98772,7,8,78175,"PSC 9706, Box 4286, APO AP 78175"
34043,1,9,29170,"32706 Brooks Land Suite 047, Jenniferton, NJ 29170"
52751,1,8,78125,"PSC 1001, Box 0283, APO AE 78125"
64825,4,6,71519,"512 Thomas Plains, Gordonview, NM 71519"
38515,2,4,26274,"468 Myers Shore Apt. 690, Port Wayne, TN 26274"
43568,1,3,36103,"USS Garcia, FPO AA 36103"
33322,2,7,23159,"07667 Tucker Junction, South Angela, RI 23159"
75321,10,7,66618,"241 John Course, North Amymouth, TN 66618"
53330,1,6,78197,"1446 Brock Park, Dominicville, NM 78197"
78763,1,7,75786,"Unit 1324 Box 5341, DPO AP 75786"
43424,2,8,11456,"88439 Heather Green Suite 275, South Dennisfurt, NM 11456"
15065,2,5,17127,"1382 Alicia Burg, Danshire, NM 17127"
57103,1,4,20417,"USCGC Wilson, FPO AA 20417"
92955,1,4,8141,"37306 Church Parkways, Holmesmouth, CA 08141"
22825,1,1,36259,"8333 Jessica Estates, North Williamstad, MO 36259"
26873,1,9,5358,"8654 Walker Turnpike Apt. 268, Jonesstad, NY 05358"
18440,1,6,84106,"3325 Salas Estate, Zacharyton, TX 84106"
64719,4,8,80785,"Unit 6754 Box 3226, DPO AP 80785"
29164,4,4,92727,"07278 Lawson Shores Suite 076, Birdton, NH 92727"
78407,1,6,55253,"6100 Laura Springs Suite 079, Port Josechester, WA 55253"
78545,1,4,44258,"67161 Stephanie Dale, Stokesville, MS 44258"
93323,1,6,62311,"PSC 4879, Box 7643, APO AP 62311"
61250,1,5,11884,"636 Wiley Harbors Suite 230, South Paula, MA 11884"
29905,0,3,97876,"02294 Stewart Curve, Lake Amanda, NE 97876"
24697,1,8,10171,"1861 William Parkway Suite 828, Jasonfurt, ID 10171"
97020,1,4,12089,"52644 Miller Landing Apt. 325, New Danielleborough, FL 12089"
58644,1,9,15547,"44141 Hannah Parkways Suite 171, Harringtonton, PA 15547"
12167,4,6,10953,"303 Mills Isle, Garyfort, WV 10953"
86538,1,7,79891,"316 Ashley Trafficway Apt. 057, Dylanbury, MN 79891"
61979,1,7,99072,"956 Tiffany Drive Apt. 233, West Robert, MT 99072"
24536,1,6,23543,"6538 Michele Well Apt. 694, Williamshaven, DE 23543"
22799,1,4,5823,"0450 Mendoza Forge Suite 595, East Savannahfort, DE 05823"
82365,4,6,74478,"5709 Pierce Course Apt. 716, Hamiltonshire, TX 74478"
82344,1,7,95237,"07587 Arias Groves, Lake Richard, AR 95237"
30291,1,4,15265,"0943 Anna Square, South Kevin, CT 15265"
10630,1,7,57230,"172 Anderson Tunnel Apt. 544, Billyfurt, RI 57230"
39693,3,7,20604,"76745 Karl Garden, Kiddberg, KY 20604"
29349,0,3,46539,"4908 Nicholas Prairie Apt. 784, North Brendanborough, MO 46539"
62914,1,7,32284,"3724 Pierce Extension Suite 501, Lake Brenda, DC 32284"
79058,1,7,40328,"5555 Hunt Mountain Suite 958, Duaneside, OH 40328"
47469,1,5,60439,"9531 Charles Coves, Kathleenfort, FL 60439"
79997,1,8,26485,"35288 Donna Junction, Kaylaland, OR 26485"
56777,1,7,25855,"1238 Melanie Island, Davidmouth, NH 25855"
53260,1,5,67861,"013 Roberts Dam, North Matthew, WI 67861"
86611,1,10,18771,"8973 Kevin Inlet, South Michaelfurt, SC 18771"
88734,1,5,57284,"645 Thomas Road, North Stephanieburgh, AL 57284"
78859,1,7,19850,"458 Joann Extensions Suite 206, Port Virginia, DC 19850"
41762,2,5,83329,"532 Shelley Green, East Joshuahaven, MT 83329"
16071,4,9,57605,"71354 Melissa Street, South April, RI 57605"
26018,1,6,95318,"9626 Cynthia Row, Meredithhaven, IN 95318"
49878,2,10,77741,"994 Lopez Orchard, West Tracibury, ID 77741"
95500,1,5,4132,"8812 Alisha Alley, Tuckerberg, FL 04132"
63190,1,7,55615,"257 Karen Village, Serranoburgh, NM 55615"
51782,1,6,47136,"876 Holden Forest, Batesfort, OK 47136"
26156,1,7,93105,"PSC 4102, Box 4872, APO AE 93105"
16931,1,3,90628,"0368 Dean Vista, West Joshuaport, NH 90628"
74517,1,10,72204,"333 Castro Fork, Huynhland, PA 72204"
80030,1,7,27011,"5703 Heather Cape, Billbury, NE 27011"
60246,1,8,1013,"801 Vanessa Glen, Floresfurt, KY 01013"
55063,1,9,7827,"0599 Church Loaf Suite 846, Matthewshaven, OR 07827"
16177,1,4,30053,"88017 Eric Track Apt. 212, Carlaside, LA 30053"
14673,1,6,24106,"6945 Eduardo Shoal Apt. 222, Welchtown, CO 24106"
68783,1,6,44588,"486 Thomas Haven Apt. 726, New Nathan, OH 44588"
47334,1,9,3835,"6453 Tyler Lock Suite 010, East Dianabury, ND 03835"
97709,0,0,23443,"2660 Russell Glen Suite 461, Tracyside, VA 23443"
89032,1,5,47257,"83627 Rebecca Prairie, West Anthonyside, WI 47257"
44680,1,6,83454,"00476 Nancy Islands, Nataliefurt, UT 83454"
15554,1,7,54664,"50198 Nelson Burg, Port Donna, DE 54664"
51079,1,4,82186,"6528 Vanessa Well Suite 977, East Katherine, SD 82186"
87636,1,7,48108,"765 Amanda Station Suite 447, East Josephbury, ID 48108"
84917,1,8,57847,"7787 Cortez Landing, East Christyhaven, AL 57847"
48722,3,6,3579,"569 Smith Prairie Suite 226, Mayport, AL 03579"
83979,1,10,77219,"2632 Quinn Pass, Troyburgh, OK 77219"
94979,4,7,39508,"255 Shaffer Extension Apt. 690, Collinsfurt, WV 39508"
81044,4,6,66871,"460 Penny Estates, West Sharon, DC 66871"
47765,1,8,37690,"4829 Thompson Islands Apt. 268, Heatherborough, WI 37690"
97295,1,8,64026,"2917 Freeman Inlet Apt. 077, South Lindsay, MA 64026"
41685,1,6,13493,"Unit 1110 Box 4028, DPO AA 13493"
88144,1,6,77755,"USNS Escobar, FPO AP 77755"
69284,1,8,42532,"PSC 1415, Box 2171, APO AP 42532"
74831,1,10,45234,"839 John Views, West Davidchester, TX 45234"
28466,2,7,25105,"36091 Eddie Station, Granttown, WA 25105"
46644,1,6,84284,"2285 Tony Island Suite 678, Monicastad, CT 84284"
77235,2,6,81654,"1055 Bullock Skyway Apt. 092, Lake Leah, MN 81654"
43213,1,8,7362,"792 Miller Mountains, Lake Josephmouth, CT 07362"
10474,2,9,22950,"130 Thompson Lake, West Jacqueline, PA 22950"
36114,1,8,85812,"5603 Brian Meadows, Melindatown, NM 85812"
16321,1,6,4814,"Unit 0448 Box 4383, DPO AE 04814"
76783,0,0,40159,"490 Stephanie Wells, Poolestad, WV 40159"
72122,1,7,26012,"94627 Ariana Stravenue Suite 214, Lake James, UT 26012"
42830,1,5,52501,"2684 Thomas Glen Suite 958, North Richardport, NH 52501"
51805,6,7,20061,"031 Bennett Green Apt. 910, Lake Stacie, OH 20061"
93582,1,10,84430,"7464 Ortiz Route, Sharptown, MN 84430"
62493,1,7,94699,"118 Hamilton Spring Apt. 330, Jesusfurt, SD 94699"
96369,3,4,7088,"24802 Davis Station, Fieldsville, SC 07088"
13221,1,7,28414,"014 Harrington Common, Matthewmouth, VT 28414"
73676,6,4,59102,"72762 Katherine Springs, Johnsonside, FL 59102"
15762,1,4,47646,"99089 Wilson Avenue, Lewisberg, NJ 47646"
80887,7,7,30552,"118 Michelle Glen, Nealchester, IN 30552"
72268,1,7,69319,"30867 Kimberly Park, Lake Brittany, TX 69319"
38862,6,8,73197,"3380 Michaela Trail Suite 729, Gouldside, FL 73197"
61443,1,8,96530,"8787 Moore Mission, West Taylor, TX 96530"
88519,1,6,58617,"6838 Patel Pike, West Edward, HI 58617"
41265,1,4,85136,"58387 Travis Key, East Stephanie, ID 85136"
91160,1,6,93979,"74105 Rios Stream, Howardchester, MD 93979"
89572,1,8,62971,"1746 Hebert Island, Charleneville, IN 62971"
33963,1,9,39209,"5278 Warren Plains Apt. 634, New Angelachester, ID 39209"
41039,1,2,5225,"3692 Lozano Rapid Suite 623, East Elizabethtown, WI 05225"
25022,1,6,89662,"373 Victoria Summit, East Davetown, IL 89662"
69845,1,3,3543,"880 Brittany Manors, North David, OK 03543"
83330,1,10,29367,"0254 Stephen Parkway, South James, NJ 29367"
55505,4,6,5411,"26982 Rivas Squares Apt. 851, Calebmouth, WY 05411"
31741,1,7,37813,"USS Bowen, FPO AE 37813"
92865,4,6,87071,"547 Sanchez Port, East Geraldmouth, AL 87071"
29379,1,6,97271,"2769 Wallace Track Apt. 239, West Steven, MI 97271"
31808,4,5,96232,"266 Thomas Manor, Warnerchester, ME 96232"
34537,1,10,90727,"482 Sims Parkways, Munozberg, PA 90727"
76243,2,9,85410,"6369 Russell Villages, Corychester, KY 85410"
40167,1,6,30990,"3905 Morris Centers, North Jamesside, CT 30990"
27549,1,6,57349,"814 Mary Harbor, Reedburgh, WV 57349"
65282,2,6,40975,"393 Martin Summit Suite 274, West Cynthia, AZ 40975"
51419,1,8,70848,"6716 Grant Lake Apt. 862, Lake Katherinebury, TX 70848"
47688,1,5,17123,"19455 Charles Valley Suite 753, East Jaredview, HI 17123"
73026,1,10,52724,"268 Wood Isle, North Sarahland, OK 52724"
75769,3,8,93080,"780 Sean Wells, Kristenport, TN 93080"
27651,2,10,97928,"9724 Madison Mission Apt. 665, West Craig, AL 97928"
30612,1,6,43947,"4100 Hoffman Glens, Lake Debbieside, MI 43947"
16334,1,9,5995,"7161 Cunningham Mountain Apt. 151, Port Josefort, NY 05995"
39005,1,5,4689,"0646 Prince Prairie, Lake Melissa, IL 04689"
36749,3,8,89872,"04476 Philip Pine Suite 145, Russellville, VA 89872"
48332,1,7,19761,"695 James Path Apt. 420, Johnsonside, ND 19761"
78448,6,5,92932,"45977 Haynes Pine, Port Colin, MI 92932"
88842,1,4,48765,"963 Gary Ford Apt. 744, New Joshua, NM 48765"
56024,2,7,34366,"99195 Linda Burg Apt. 211, Briggsberg, SD 34366"
38747,7,7,30127,"7300 Gutierrez Hill Apt. 370, South Micheal, MT 30127"
74883,2,7,2269,"8203 Johnson Walk Apt. 035, North Beverly, NM 02269"
68705,1,7,30089,"768 Samuel Extensions Apt. 504, Cookberg, OR 30089"
97648,1,4,77310,"51359 Mandy Burgs, North Vincent, WY 77310"
98353,1,9,49907,"25454 Anthony Throughway Suite 624, Jessicaview, MI 49907"
30147,1,10,25595,"357 Michael Heights Suite 435, Fisherhaven, OK 25595"
57955,7,7,52576,"20240 Miller Coves Suite 206, East Johnstad, MS 52576"
81311,1,8,36828,"0047 Jason Radial, East Mark, OH 36828"
62860,1,6,20122,"89522 Baker Cove, Jordanhaven, OK 20122"
38551,10,9,87171,"01291 Bradley Ridges Suite 304, Carlamouth, FL 87171"
78918,1,7,84203,"632 Hooper Inlet, Lake Bridgetfurt, ND 84203"
61451,1,8,91047,"9006 Joe Path, Ashleyfort, AR 91047"
27765,1,5,54612,"USNV Winters, FPO AA 54612"
52893,1,7,35346,"053 Suzanne Junction Apt. 186, West Andres, SC 35346"
76791,1,2,15664,"0309 Avila Flat, Thomasview, AK 15664"
27190,1,7,69452,"3700 Rosario Mill, Lake Amy, WI 69452"
57845,1,4,2065,"2685 Mallory Meadow, Port Wendychester, IN 02065"
62089,1,7,37074,"80408 Simmons Trail Suite 504, South Katherineport, MI 37074"
87726,1,7,76345,"0911 Dawn View Suite 757, West Danielle, NJ 76345"
33779,1,7,87420,"358 Raymond Neck, East Jamesmouth, ND 87420"
37237,1,6,52825,"1094 Alexis Drives, Lake Jacobmouth, OR 52825"
38533,1,2,62924,"6622 William Dale, South Jessicaborough, OK 62924"
15154,1,8,89223,"8940 Cindy Loaf Apt. 590, Jamesside, MI 89223"
65990,1,7,54640,"25260 Johnson Meadows Apt. 156, Greenborough, NC 54640"
49554,1,4,7902,"0764 Cathy Cape Apt. 513, Larrymouth, IA 07902"
55524,1,5,5542,"484 Moore Haven Apt. 783, South Kathrynfort, DC 05542"
91595,1,7,5567,"4042 Davidson Crossroad Suite 232, West Virginiaview, MT 05567"
33168,1,6,3967,"737 Cory Curve, South Michael, WV 03967"
74281,1,7,11466,"0620 Welch Ramp Apt. 367, Michelleton, MS 11466"
56262,1,5,35310,"77893 Benjamin Light, Dawsonport, OK 35310"
16529,1,5,75120,"123 Tara Cape, New Jeremyberg, AR 75120"
45642,2,4,46690,"12498 Regina Highway Suite 341, South Benjamin, DE 46690"
46204,1,6,63167,"669 Ashley Land, Perezbury, UT 63167"
77207,1,7,10542,"USCGC Smith, FPO AA 10542"
80501,0,3,57180,"25949 Lucas Pines Apt. 699, South Angela, NC 57180"
81631,1,6,36365,"Unit 5273 Box 7995, DPO AP 36365"
45213,1,4,30684,"08575 Ryan Wells Suite 866, New Kaylastad, SD 30684"
41810,1,9,79104,"USS Juarez, FPO AP 79104"
30170,1,8,75252,"83395 Brady Via, Solisborough, NM 75252"
67636,1,6,97262,"Unit 0580 Box 6703, DPO AP 97262"
99609,1,6,57601,"183 Beth Dale, North Alexandriaview, WI 57601"
91479,1,7,6676,"945 Christopher Ville Suite 528, East Melissa, AK 06676"
11886,1,8,7157,"2693 Harvey Circles Apt. 709, Jessicastad, NJ 07157"
57233,1,4,77888,"2656 Moore Village Apt. 555, Franklinburgh, AZ 77888"
93382,1,4,47247,"90107 Pratt Club, East Stephen, IL 47247"
20240,1,5,61400,"38879 Sims Pine Apt. 434, South Kimberly, UT 61400"
87042,2,7,49992,"540 Walker Alley, Davidchester, AZ 49992"
95487,1,9,20902,"58194 Pittman Highway Apt. 572, Lake Samantha, NV 20902"
71164,1,9,28331,"26892 Timothy Lake Apt. 881, Lake Kathrynhaven, MO 28331"
89519,9,7,27696,"535 Jose Garden Apt. 365, Campbellville, LA 27696"
53649,1,6,8642,"903 James Squares, Stephentown, NM 08642"
83769,1,0,60921,"PSC 5526, Box 9880, APO AA 60921"
27076,1,9,11602,"246 Brown Way Apt. 857, Johnshire, LA 11602"
13087,6,6,10413,"9582 Hansen Ford Apt. 455, Lake Cheryl, WV 10413"
89344,1,10,66848,"1027 Bryce Lodge, Jacquelineberg, UT 66848"
63746,1,7,9434,"505 Avery Track, North Michael, MI 09434"
73052,1,3,35491,"6224 Mark Manors Apt. 606, Millerchester, CO 35491"
94259,1,7,5346,"1255 Mathis Bypass, Brownfort, RI 05346"
58498,1,9,87360,"99131 Smith Locks, South Ashley, HI 87360"
24487,1,4,81982,"5981 Pham Views, North Barbarafurt, WV 81982"
38120,1,7,2729,"14808 Shannon Cliff Suite 612, Scottland, VA 02729"
40181,1,5,23010,"64634 Kenneth Manors, Katherinefurt, OK 23010"
69782,1,4,66885,"USNV Lara, FPO AA 66885"
27164,1,6,17994,"7991 Taylor Square, Dariusberg, TN 17994"
56302,1,5,78244,"92704 Ashley Tunnel Suite 167, South Ashleyland, IL 78244"
12504,1,5,7667,"3815 Tara Park Suite 848, New Eric, DC 07667"
68392,1,1,31215,"854 Kenneth Brook Apt. 617, Tiffanyview, KS 31215"
29409,1,9,7630,"8536 Campbell Avenue, North Kelly, CT 07630"
64982,1,9,34225,"6593 Preston Court, South Carolynmouth, WY 34225"
76388,1,8,16164,"54392 Monica River, Lake Paulport, PA 16164"
16578,1,9,75613,"300 Fields Falls, Port Angelaburgh, MI 75613"
91004,1,3,98492,"0318 Lopez Extensions Apt. 736, Josephport, SD 98492"
40582,1,3,80327,"49181 Brittany Hollow, North Jonathanside, DE 80327"
44357,1,10,62111,"220 Leslie Lodge Apt. 603, Frankton, CT 62111"
72065,1,6,18406,"714 Michael Drive, South Emily, OK 18406"
63771,1,2,28573,"Unit 9113 Box 1442, DPO AP 28573"
30212,1,4,12487,"789 Scott Valleys Suite 309, Craigmouth, TX 12487"
44023,2,9,90842,"1981 Hubbard Fork Suite 725, East Julie, DE 90842"
40708,2,6,69659,"80479 Martin Mission, Phillipsmouth, UT 69659"
80548,1,7,36761,"382 Brian Mountain Suite 771, Andrechester, ND 36761"
36001,10,6,64378,"847 John Shoals Suite 499, West Johnhaven, CA 64378"
62458,1,3,41868,"08370 Hill Courts Apt. 545, New Anthony, ME 41868"
98366,2,9,83136,"1378 Chris Groves, Lake Jennifertown, ND 83136"
16927,1,6,46591,"8376 Marshall Points, Whiteview, MO 46591"
17108,1,6,53298,"691 Darryl Corner Suite 571, Dillonfurt, NV 53298"
54318,1,7,63152,"334 Miller Fields Suite 645, Marshallchester, MT 63152"
88796,1,9,36304,"8942 Ortiz Way Apt. 853, Davidshire, OR 36304"
66083,1,7,48938,"USNV Berg, FPO AP 48938"
51051,1,5,62081,"2074 Jacob Gateway, Lake Brandonhaven, IA 62081"
78735,1,9,21699,"PSC 2983, Box 2922, APO AE 21699"
44463,1,5,83930,"USCGC Patrick, FPO AE 83930"
21287,1,9,97909,"721 Butler Key, North Megan, KY 97909"
75520,1,10,39775,"76600 Todd Dale Suite 570, Evansland, MO 39775"
44458,1,8,71172,"303 Rebecca Extensions Suite 606, Lisaville, RI 71172"
17677,2,10,70488,"Unit 4336 Box 0047, DPO AP 70488"
35238,1,7,61858,"5923 Jason Shore, New Loriport, NJ 61858"
77037,1,2,44325,"33940 Benjamin Fords, New Cherylland, ND 44325"
24401,1,7,24835,"315 Bell Islands, West Donaldtown, VT 24835"
12783,1,2,83392,"5611 Robertson Spring Apt. 667, North Dana, HI 83392"
40533,1,7,85463,"0322 Roberts Ferry Suite 265, Lake Sydney, WI 85463"
36868,1,9,21633,"6868 Joanna Park, Pittsfurt, MA 21633"
71091,1,6,83324,"7270 Cooper Grove Apt. 231, North Jamestown, KY 83324"
38027,2,5,92746,"5826 Bonilla Loaf, Eduardoside, IN 92746"
58271,1,9,19773,"USNV Douglas, FPO AE 19773"
34150,1,9,12528,"68495 Cain Springs, North Patrickhaven, SC 12528"
71070,1,7,90764,"185 Sutton Glens, East Michael, LA 90764"
11297,1,9,43446,"57661 Myers Fall Suite 929, New Daniel, MN 43446"
82848,3,4,30143,"9438 Ware Place Suite 129, Tammyberg, ND 30143"
44668,2,4,71874,"PSC 9847, Box 0750, APO AP 71874"
78567,1,6,91972,"USNV Peterson, FPO AE 91972"
27768,1,7,77116,"39865 James Landing, Davidstad, DE 77116"
75469,1,4,26843,"216 Mark Port Suite 382, East Christiantown, CO 26843"
42462,1,6,86684,"01263 Evans Terrace Apt. 659, Chapmanmouth, AZ 86684"
28029,9,7,39142,"USNV Cline, FPO AE 39142"
38584,3,5,87214,"0117 Murphy Mission, West Joel, VA 87214"
10106,1,10,62324,"904 Rice Lodge, Lake Steven, RI 62324"
26392,2,4,34557,"USNS Turner, FPO AE 34557"
52664,1,5,76600,"16528 Timothy Drives, Hardyfurt, ME 76600"
53494,1,6,12154,"95861 Wayne Parks, Bowersville, NJ 12154"
64910,1,10,99577,"801 Brown Mountains Suite 015, Normamouth, NM 99577"
55573,1,8,70621,"915 David Vista, Andrewburgh, TX 70621"
81086,1,4,30623,"Unit 6022 Box 9372, DPO AP 30623"
25087,1,6,33855,"300 Michael Village, Jessicaburgh, DC 33855"
95516,3,4,2194,"913 Gomez Forks, Karenview, MD 02194"
16253,1,7,87605,"45785 Dillon Ranch Suite 528, West Michaelbury, NJ 87605"
28173,1,10,46022,"9627 Heather Harbor, South Melissabury, WY 46022"
91657,1,10,30178,"16958 Juan Tunnel Suite 752, Port Elizabethview, NY 30178"
55050,1,4,10353,"4985 Emily Flat, East Dawnshire, UT 10353"
75216,1,6,77562,"687 Barber Stravenue Suite 649, South Ashleyhaven, WY 77562"
93910,3,5,53361,"92604 Oconnor Parkway Suite 002, Donnabury, CT 53361"
22978,1,6,14536,"25085 Manuel Keys, East Kim, OH 14536"
53565,1,7,41050,"4471 Timothy Way, West Laura, MA 41050"
24112,1,6,99311,"84764 Edward Wall, Sierrahaven, GA 99311"
37021,1,6,45970,"2442 Jack Light Suite 191, Michaelville, ME 45970"
34952,1,7,28331,"60895 Anderson Harbors, Thomaston, SD 28331"
24117,1,7,90477,"12943 Smith Prairie, Port Bradberg, SD 90477"
49072,1,5,55317,"Unit 9949 Box 8773, DPO AE 55317"
13137,1,4,3906,"9033 Campbell Brook Apt. 704, South Dawnton, SC 03906"
21386,2,6,32070,"0193 Anthony Lake, Tranfurt, MS 32070"
49209,1,3,27776,"1394 Stewart Street Suite 506, West Davidport, KS 27776"
68366,1,5,87827,"4803 Cassandra Ridge Suite 890, Nguyenburgh, AZ 87827"
72887,4,8,33758,"7351 Bob Fall Apt. 743, East Kathrynton, KS 33758"
22222,4,4,999,"4139 West Course Apt. 514, Conleyburgh, KY 00999"
67466,1,8,59339,"550 Bailey Crest Suite 376, Lake Brianchester, NE 59339"
40947,1,6,46859,"823 Lauren Shore Suite 441, East Georgechester, NC 46859"
63972,1,5,11014,"8787 Deborah Corners Apt. 546, Lake Davidburgh, NE 11014"
87591,1,6,16167,"4849 Brian Fall, Tarashire, GA 16167"
62690,5,6,91710,"8129 Thomas Curve, Jasonstad, IN 91710"
25337,1,7,30635,"4124 Frank Islands Suite 224, West Stephenburgh, MI 30635"
96921,4,5,47228,"87800 Johnson Ramp, Port Steven, SD 47228"
90692,2,9,49176,"2351 Noble Square Apt. 450, Port Amandaport, NY 49176"
34386,1,6,49327,"9825 Herrera Mountain, Tracyland, NJ 49327"
55182,4,5,84335,"48073 Payne Ports Apt. 386, Port Anthonyburgh, MD 84335"
45459,8,5,97090,"10586 Dixon Stravenue, Wilsontown, NE 97090"
55751,1,9,34525,"99353 Reynolds Mission, Port Susanstad, NE 34525"
38958,1,8,84500,"9773 Roy Mountains Apt. 835, East Emily, PA 84500"
27283,1,1,40812,"USS Lane, FPO AE 40812"
84179,2,9,71887,"029 Brandon Street, Lake Brenda, SD 71887"
64307,1,7,36407,"1208 Chavez Run, South Gailfurt, IA 36407"
94298,5,4,26686,"9808 Kyle Villages, Johnsonfurt, WV 26686"
35441,1,7,79658,"31283 Martinez Underpass Suite 310, Mcdonaldmouth, MS 79658"
12851,2,6,79506,"77902 Christian Isle Suite 286, Anthonyside, OR 79506"
83305,1,4,91294,"9410 Rodriguez Trail, Torresstad, DE 91294"
63199,1,5,19192,"131 Cohen Shore, Michaelton, LA 19192"
27728,1,9,70236,"100 Jennings Skyway, Cummingsfurt, AK 70236"
81481,1,5,61765,"395 Jenkins Island Apt. 595, Jenniferchester, ND 61765"
56430,2,7,89098,"62843 Mcdonald Groves Suite 368, Sylviachester, CA 89098"
75540,1,8,32123,"158 Andrew Street Apt. 540, Jamesberg, NE 32123"
41717,1,7,24926,"2242 John Ways, Aliciaville, OH 24926"
43961,1,5,56399,"306 Sean Locks Apt. 784, Vanessabury, MS 56399"
63783,1,3,18253,"2049 Robin Valley, Diazchester, NM 18253"
91361,0,3,69544,"525 Bell Forest Suite 429, Hectormouth, TX 69544"
32266,2,4,80290,"USS Henson, FPO AA 80290"
97096,1,7,65410,"6861 Watson Loop, South Alison, AL 65410"
87702,1,7,77506,"Unit 9590 Box 3812, DPO AA 77506"
43684,1,10,84258,"1191 Jacqueline Ridges Apt. 397, Sarahport, OR 84258"
26824,1,4,37587,"USNS Lee, FPO AE 37587"
43280,1,7,63173,"Unit 7628 Box 5577, DPO AP 63173"
57760,1,7,24688,"90041 Hector Mills Suite 666, Lambhaven, WI 24688"
35620,2,6,11307,"785 Morris Plains Suite 126, Lake Deniseport, GA 11307"
18782,1,9,98968,"7418 Charles Loop, Wilsonborough, MS 98968"
59784,1,1,32544,"633 Ryan Garden, Port William, AK 32544"
76436,0,3,14113,"90266 Shawn Shoals Apt. 487, New Kimberly, SC 14113"
39399,1,3,50432,"44442 Pugh Neck Apt. 738, Henryland, ND 50432"
11053,3,8,8152,"303 Luke Via, Henryview, RI 08152"
17479,2,5,55589,"60623 Turner Center, Harveyhaven, AL 55589"
63927,1,8,23295,"6621 Kenneth Parkway, Larsonside, FL 23295"
84456,1,7,64815,"17953 Monroe Views Apt. 890, Davisside, AK 64815"
58905,1,7,99418,"3668 Clark Walk, Thomasfurt, NM 99418"
24424,1,6,74331,"2046 Leslie Mills Suite 046, Port Sharonmouth, HI 74331"
52200,1,8,79710,"009 Wilson Wall Apt. 361, Ramirezside, AZ 79710"
17320,1,9,62046,"Unit 2383 Box 4631, DPO AE 62046"
16144,1,9,26958,"24249 Burch Curve Apt. 712, East Johnnyfurt, KY 26958"
57226,1,4,88762,"5079 Martinez Dam, North Melanie, AK 88762"
19284,4,7,86270,"1028 Brown Drives, Jenningsborough, AR 86270"
32275,1,1,96198,"330 Steele Lakes, Lopezton, RI 96198"
20572,1,1,10261,"2050 Sims Avenue Suite 855, North Lindsaychester, MO 10261"
37543,1,8,73637,"40297 Smith Lodge Suite 904, Lake Diamondmouth, NC 73637"
89537,1,3,40048,"00148 Jeremy Streets Apt. 571, Lake Cassidystad, ND 40048"
87317,1,9,61922,"069 Taylor Point Suite 012, Brockbury, NE 61922"
65054,1,7,71011,"46679 Coleman River Suite 113, Lake Lisaton, SC 71011"
25626,2,5,11842,"907 Hernandez Circles Suite 339, Williamsside, GA 11842"
